prot1,prot2,distance
2,20,167.39
2,21,263.85
2,22,182.14
2,23,249.62
2,24,186.54
2,25,168.31
2,26,34.65
2,27,194.66
2,28,203.71
2,29,252.39
2,30,186.54
2,31,199.23
2,32,279.72
2,33,186.54
2,34,184.35
2,35,216.24
2,36,137.18
2,37,204.20
2,38,52.48
2,39,107.98
2,40,182.14
2,41,246.83
2,42,34.65
2,43,216.24
2,44,186.54
2,45,190.00
2,46,231.19
2,47,318.24
2,48,194.66
2,49,164.48
2,50,85.69
2,51,58.26
2,52,162.23
2,53,175.35
2,54,154.73
2,55,354.63
2,56,252.39
2,57,175.35
2,58,276.55
2,59,113.15
2,60,156.91
2,61,166.71
2,62,173.23
2,63,171.08
2,64,194.66
2,65,168.91
2,66,201.48
2,67,199.23
2,68,213.87
2,69,17.68
2,70,17.68
2,71,196.96
2,72,41.88
2,73,255.16
2,74,144.27
2,75,175.35
2,76,298.79
2,77,78.05
2,78,196.96
2,79,182.14
2,80,231.19
2,81,177.87
2,82,137.18
2,83,145.89
2,84,279.72
2,85,175.35
2,86,397.21
2,87,196.96
2,88,184.35
2,89,206.65
2,90,194.66
2,91,145.72
2,92,228.65
2,93,98.43
2,94,196.96
2,95,171.08
2,96,177.64
2,97,182.14
2,98,204.20
2,99,213.87
3,0,213.87
3,1,257.91
3,2,70.99
3,4,249.62
3,5,203.71
3,6,255.16
3,7,154.73
3,8,220.91
3,9,390.53
3,10,130.58
3,11,213.87
3,12,182.14
3,13,244.02
3,14,226.09
3,15,190.85
3,16,397.21
3,17,130.58
3,18,175.35
3,19,78.05
3,20,89.75
3,21,226.09
3,22,279.72
3,23,273.39
3,24,177.64
3,25,371.81
3,26,93.99
3,27,384.09
3,28,148.02
3,29,187.63
3,30,314.30
3,31,169.41
3,32,384.09
3,33,154.73
3,34,180.35
3,35,nan
3,36,236.23
3,37,209.08
3,38,17.68
3,39,190.85
3,40,168.31
3,41,171.08
3,42,37.00
3,43,185.23
3,44,166.71
3,45,279.72
3,46,306.50
3,47,187.63
3,48,nan
3,49,244.02
3,50,17.68
3,51,130.58
3,52,157.63
3,53,159.94
3,54,107.98
3,55,276.55
3,56,263.85
3,57,246.83
3,58,199.23
3,59,37.00
3,60,177.64
3,61,213.87
3,62,318.24
3,63,213.87
3,64,279.72
3,65,226.09
3,66,179.53
3,67,171.08
3,68,152.53
3,69,78.05
3,70,58.26
3,71,171.08
3,72,103.09
3,73,218.58
3,74,257.91
3,75,139.30
3,76,270.21
3,77,151.93
3,78,180.35
3,79,182.14
3,80,201.73
3,81,390.53
3,82,55.33
3,83,93.99
3,84,246.83
3,85,244.02
3,86,171.08
3,87,228.65
3,88,194.66
3,89,249.62
3,90,371.81
3,91,249.62
3,92,223.51
3,93,190.85
3,94,279.72
3,95,173.04
3,96,175.35
3,97,201.48
3,98,175.35
3,99,276.55
4,0,130.58
4,1,145.72
4,2,232.64
4,3,249.62
4,5,246.83
4,6,118.61
4,7,166.71
4,8,196.96
4,9,74.45
4,10,209.08
4,11,190.85
4,12,282.89
4,13,49.72
4,14,179.91
4,15,246.83
4,16,223.51
4,17,246.83
4,18,129.09
4,19,246.83
4,20,204.20
4,21,85.69
4,22,199.23
4,23,175.35
4,24,159.06
4,25,17.68
4,26,291.14
4,27,397.21
4,28,155.28
4,29,144.27
4,30,211.49
4,31,226.09
4,32,196.96
4,33,145.72
4,34,270.21
4,35,397.21
4,36,129.09
4,37,185.23
4,38,249.62
4,39,110.48
4,40,244.02
4,41,273.39
4,42,241.20
4,43,218.58
4,44,192.34
4,45,326.23
4,46,52.48
4,47,137.18
4,48,326.23
4,49,252.39
4,50,246.83
4,51,182.81
4,52,279.72
4,53,231.19
4,54,273.39
4,55,32.35
4,56,34.65
4,57,244.02
4,58,184.35
4,59,255.16
4,60,213.87
4,61,131.44
4,62,270.21
4,63,173.23
4,64,168.31
4,65,124.40
4,66,226.09
4,67,209.08
4,68,155.28
4,69,267.04
4,70,232.64
4,71,159.94
4,72,232.64
4,73,246.83
4,74,137.04
4,75,326.23
4,76,17.68
4,77,314.30
4,78,220.91
4,79,177.64
4,80,98.43
4,81,98.43
4,82,196.70
4,83,209.08
4,84,118.61
4,85,67.64
4,86,244.02
4,87,194.66
4,88,270.21
4,89,209.08
4,90,223.51
4,91,160.27
4,92,223.51
4,93,226.09
4,94,223.51
4,95,199.23
4,96,175.35
4,97,187.63
4,98,138.46
4,99,211.49
5,0,192.34
5,1,145.89
5,2,159.06
5,3,203.71
5,4,201.73
5,6,192.34
5,7,255.16
5,8,166.71
5,9,192.34
5,10,70.99
5,11,194.66
5,12,206.65
5,13,201.73
5,14,204.20
5,15,17.68
5,16,233.72
5,17,45.36
5,18,173.23
5,19,160.27
5,20,144.27
5,21,164.48
5,22,168.91
5,23,314.30
5,24,134.75
5,25,226.09
5,26,201.48
5,27,161.18
5,28,154.73
5,29,226.09
5,30,223.51
5,31,37.00
5,32,211.49
5,33,182.14
5,34,192.34
5,35,186.54
5,36,186.54
5,37,390.53
5,38,177.45
5,39,192.34
5,40,228.65
5,41,244.02
5,42,186.54
5,43,139.90
5,44,194.66
5,45,146.03
5,46,206.65
5,47,226.09
5,48,141.97
5,49,273.39
5,50,184.35
5,51,175.35
5,52,216.24
5,53,233.72
5,54,89.75
5,55,246.83
5,56,209.08
5,57,226.09
5,58,182.14
5,59,167.39
5,60,166.71
5,61,179.91
5,62,159.06
5,63,164.48
5,64,209.08
5,65,218.29
5,66,17.68
5,67,286.06
5,68,161.18
5,69,165.34
5,70,168.91
5,71,215.65
5,72,175.35
5,73,34.65
5,74,168.91
5,75,201.48
5,76,226.09
5,77,213.87
5,78,175.35
5,79,206.65
5,80,310.39
5,81,206.65
5,82,179.53
5,83,118.61
5,84,206.65
5,85,209.08
5,86,223.51
5,87,150.13
5,88,173.23
5,89,184.35
5,90,187.63
5,91,179.91
5,92,184.35
5,93,257.91
5,94,143.39
5,95,184.35
5,96,314.30
5,97,179.91
5,98,249.62
5,99,190.00
6,0,201.48
6,1,279.72
6,2,252.39
6,3,255.16
6,4,118.61
6,5,192.34
6,7,279.72
6,8,326.23
6,9,34.65
6,10,223.51
6,11,255.16
6,12,326.23
6,13,177.45
6,14,201.73
6,15,168.91
6,16,235.51
6,17,206.65
6,18,246.83
6,19,249.62
6,20,377.86
6,21,201.48
6,22,179.53
6,23,252.39
6,24,201.73
6,25,130.58
6,26,279.72
6,27,236.23
6,28,273.39
6,29,47.03
6,30,397.21
6,31,206.65
6,32,257.91
6,33,246.83
6,34,233.72
6,35,218.58
6,36,314.30
6,37,252.39
6,38,204.20
6,39,276.55
6,40,213.87
6,41,322.22
6,42,194.66
6,43,185.23
6,44,218.29
6,45,203.71
6,46,58.26
6,47,34.65
6,48,190.85
6,49,204.20
6,50,249.62
6,51,318.24
6,52,194.15
6,53,152.53
6,54,223.51
6,55,81.79
6,56,149.99
6,57,199.23
6,58,185.23
6,59,226.09
6,60,201.48
6,61,81.79
6,62,236.23
6,63,107.98
6,64,179.53
6,65,218.58
6,66,223.51
6,67,201.73
6,68,298.79
6,69,279.72
6,70,209.08
6,71,192.34
6,72,279.72
6,73,226.09
6,74,188.95
6,75,194.15
6,76,98.43
6,77,252.39
6,78,175.35
6,79,279.72
6,80,203.71
6,81,17.68
6,82,228.65
6,83,267.04
6,84,17.68
6,85,177.45
6,86,273.39
6,87,226.09
6,88,218.58
6,89,257.91
6,90,196.70
6,91,282.89
6,92,175.35
6,93,252.39
6,94,201.73
6,95,160.27
6,96,201.73
6,97,144.27
6,98,67.64
6,99,257.91
7,0,326.23
7,1,282.89
7,2,231.19
7,3,145.89
7,4,166.71
7,5,255.16
7,6,279.72
7,8,74.45
7,9,279.72
7,10,213.87
7,11,257.91
7,12,39.41
7,13,231.19
7,14,182.81
7,15,206.65
7,16,194.15
7,17,199.23
7,18,231.19
7,19,231.19
7,20,213.87
7,21,249.62
7,22,209.08
7,23,144.27
7,24,204.20
7,25,231.19
7,26,190.00
7,27,173.04
7,28,279.72
7,29,213.87
7,30,61.28
7,31,186.54
7,32,118.61
7,33,177.64
7,34,220.91
7,35,279.72
7,36,318.24
7,37,93.99
7,38,199.23
7,39,168.31
7,40,177.64
7,41,37.00
7,42,252.39
7,43,160.27
7,44,164.48
7,45,206.65
7,46,246.83
7,47,213.87
7,48,206.65
7,49,160.27
7,50,162.23
7,51,172.80
7,52,179.53
7,53,160.27
7,54,141.97
7,55,204.20
7,56,213.87
7,57,170.69
7,58,190.85
7,59,190.00
7,60,144.27
7,61,211.49
7,62,150.48
7,63,209.08
7,64,249.62
7,65,397.21
7,66,213.87
7,67,17.68
7,68,177.64
7,69,384.09
7,70,252.39
7,71,58.26
7,72,220.91
7,73,192.34
7,74,246.83
7,75,203.71
7,76,204.20
7,77,252.39
7,78,215.65
7,79,17.68
7,80,249.62
7,81,318.24
7,82,286.06
7,83,199.23
7,84,252.39
7,85,228.65
7,86,78.05
7,87,144.27
7,88,201.73
7,89,144.27
7,90,220.91
7,91,166.71
7,92,241.20
7,93,252.39
7,94,177.64
7,95,223.51
7,96,137.18
7,97,145.72
7,98,255.16
7,99,98.43
8,0,190.85
8,1,182.14
8,2,213.87
8,3,220.91
8,4,231.19
8,5,166.71
8,6,326.23
8,7,74.45
8,9,279.72
8,10,231.19
8,11,160.27
8,12,32.35
8,13,236.23
8,14,161.18
8,15,166.71
8,16,190.00
8,17,196.96
8,18,182.14
8,19,231.19
8,20,249.62
8,21,236.23
8,22,168.31
8,23,166.71
8,24,154.73
8,25,186.54
8,26,226.09
8,27,209.08
8,28,148.02
8,29,390.53
8,30,17.68
8,31,199.23
8,32,37.00
8,33,137.80
8,34,190.00
8,35,223.51
8,36,314.30
8,37,194.66
8,38,166.71
8,39,310.39
8,40,190.00
8,41,118.61
8,42,226.09
8,43,93.99
8,44,137.80
8,45,194.66
8,46,252.39
8,47,nan
8,48,209.08
8,49,166.71
8,50,249.62
8,51,162.23
8,52,286.06
8,53,326.23
8,54,231.19
8,55,220.91
8,56,186.54
8,57,152.21
8,58,118.61
8,59,252.39
8,60,70.99
8,61,249.62
8,62,246.83
8,63,187.63
8,64,252.39
8,65,188.71
8,66,211.49
8,67,93.99
8,68,130.34
8,69,211.49
8,70,279.72
8,71,160.27
8,72,190.00
8,73,190.00
8,74,175.35
8,75,246.83
8,76,279.72
8,77,173.04
8,78,204.20
8,79,47.03
8,80,236.23
8,81,318.24
8,82,180.35
8,83,228.65
8,84,397.21
8,85,236.23
8,86,161.18
8,87,55.33
8,88,179.91
8,89,78.05
8,90,255.16
8,91,149.99
8,92,226.09
8,93,175.35
8,94,184.35
8,95,196.96
8,96,168.31
8,97,211.49
8,98,310.39
8,99,17.68
9,0,216.24
9,1,318.24
9,2,196.96
9,3,390.53
9,4,74.45
9,5,192.34
9,6,34.65
9,7,279.72
9,8,279.72
9,10,246.83
9,11,273.39
9,12,326.23
9,13,137.18
9,14,175.35
9,15,192.34
9,16,326.23
9,17,273.39
9,18,279.72
9,19,223.51
9,20,318.24
9,21,177.45
9,22,236.23
9,23,246.83
9,24,206.65
9,25,93.99
9,26,235.51
9,27,326.23
9,28,314.30
9,29,89.75
9,30,318.24
9,31,246.83
9,32,216.24
9,33,206.65
9,34,365.94
9,35,286.06
9,36,279.72
9,37,215.65
9,38,390.53
9,39,231.19
9,40,270.21
9,41,194.66
9,42,255.16
9,43,326.23
9,44,223.51
9,45,257.91
9,46,17.68
9,47,74.45
9,48,201.48
9,49,192.34
9,50,252.39
9,51,199.23
9,52,246.83
9,53,226.09
9,54,226.09
9,55,39.41
9,56,118.61
9,57,223.51
9,58,273.39
9,59,231.19
9,60,209.08
9,61,118.61
9,62,162.23
9,63,144.27
9,64,192.34
9,65,201.48
9,66,192.34
9,67,211.49
9,68,206.65
9,69,204.20
9,70,231.19
9,71,228.65
9,72,199.23
9,73,223.51
9,74,318.24
9,75,228.65
9,76,61.28
9,77,199.23
9,78,306.50
9,79,246.83
9,80,179.53
9,81,17.68
9,82,152.53
9,83,371.81
9,84,55.33
9,85,149.99
9,86,185.23
9,87,216.24
9,88,231.19
9,89,226.09
9,90,270.21
9,91,201.73
9,92,241.20
9,93,199.23
9,94,206.65
9,95,159.06
9,96,218.29
9,97,203.71
9,98,113.15
9,99,286.06
10,0,168.91
10,1,166.71
10,2,179.53
10,3,130.58
10,4,209.08
10,5,70.99
10,6,223.51
10,7,213.87
10,8,231.19
10,9,246.83
10,11,150.13
10,12,286.06
10,13,179.91
10,14,246.83
10,15,74.45
10,16,185.23
10,17,17.68
10,18,173.23
10,19,78.05
10,20,61.28
10,21,182.14
10,22,231.19
10,23,282.89
10,24,226.09
10,25,252.39
10,26,190.85
10,27,273.39
10,28,211.49
10,29,390.53
10,30,276.55
10,31,39.41
10,32,194.66
10,33,148.02
10,34,161.18
10,35,226.09
10,36,179.91
10,37,156.91
10,38,114.93
10,39,201.48
10,40,194.66
10,41,211.49
10,42,126.83
10,43,168.91
10,44,179.91
10,45,314.30
10,46,270.21
10,47,226.09
10,48,397.21
10,49,282.89
10,50,130.58
10,51,156.29
10,52,213.87
10,53,179.91
10,54,17.68
10,55,209.08
10,56,177.64
10,57,159.94
10,58,159.06
10,59,107.98
10,60,166.71
10,61,322.22
10,62,231.19
10,63,282.89
10,64,273.39
10,65,226.09
10,66,55.33
10,67,286.06
10,68,163.27
10,69,179.53
10,70,140.42
10,71,192.34
10,72,169.41
10,73,93.99
10,74,177.64
10,75,233.72
10,76,226.09
10,77,186.54
10,78,226.09
10,79,150.13
10,80,168.91
10,81,246.83
10,82,107.98
10,83,37.00
10,84,218.29
10,85,209.08
10,86,139.90
10,87,156.91
10,88,246.83
10,89,226.09
10,90,196.96
10,91,141.97
10,92,223.51
10,93,213.87
10,94,226.09
10,95,282.89
10,96,322.22
10,97,322.22
10,98,322.22
10,99,211.49
11,0,39.41
11,1,143.72
11,2,192.34
11,3,213.87
11,4,190.85
11,5,194.66
11,6,255.16
11,7,257.91
11,8,160.27
11,9,233.72
11,10,150.13
11,12,190.85
11,13,124.40
11,14,213.87
11,15,154.73
11,16,173.23
11,17,159.06
11,18,152.53
11,19,171.08
11,20,152.21
11,21,107.98
11,22,279.72
11,23,326.23
11,24,186.54
11,25,144.27
11,26,209.08
11,27,211.49
11,28,143.72
11,29,199.23
11,30,169.41
11,31,159.06
11,32,113.15
11,33,152.53
11,34,177.64
11,35,241.20
11,36,199.23
11,37,nan
11,38,204.20
11,39,187.63
11,40,188.71
11,41,257.91
11,42,213.87
11,43,39.41
11,44,199.23
11,45,252.39
11,46,233.72
11,47,257.91
11,48,279.72
11,49,397.21
11,50,209.08
11,51,194.66
11,52,177.64
11,53,223.51
11,54,194.66
11,55,216.24
11,56,144.27
11,57,216.24
11,58,17.68
11,59,228.65
11,60,81.79
11,61,211.49
11,62,177.64
11,63,260.66
11,64,228.65
11,65,58.26
11,66,194.66
11,67,286.06
11,68,213.87
11,69,238.37
11,70,206.65
11,71,175.35
11,72,209.08
11,73,159.94
11,74,177.64
11,75,286.06
11,76,236.23
11,77,209.08
11,78,161.18
11,79,203.71
11,80,85.69
11,81,185.23
11,82,286.06
11,83,175.35
11,84,233.72
11,85,118.61
11,86,190.00
11,87,98.43
11,88,228.65
11,89,61.28
11,90,186.54
11,91,17.68
11,92,139.30
11,93,267.04
11,94,218.58
11,95,228.65
11,96,326.23
11,97,137.04
11,98,218.29
11,99,130.58
12,0,218.58
12,1,206.65
12,2,165.34
12,3,182.14
12,4,211.49
12,5,206.65
12,6,326.23
12,7,39.41
12,8,32.35
12,9,231.19
12,10,286.06
12,11,190.85
12,13,236.23
12,14,249.62
12,15,192.34
12,16,241.20
12,17,213.87
12,18,223.51
12,19,192.34
12,20,150.13
12,21,257.91
12,22,201.73
12,23,255.16
12,24,157.63
12,25,213.87
12,26,166.71
12,27,252.39
12,28,212.98
12,29,279.72
12,30,17.68
12,31,196.96
12,32,61.28
12,33,177.64
12,34,204.20
12,35,252.39
12,36,177.64
12,37,190.85
12,38,184.35
12,39,177.64
12,40,204.20
12,41,85.69
12,42,249.62
12,43,118.61
12,44,279.72
12,45,206.65
12,46,279.72
12,47,252.39
12,48,177.64
12,49,326.23
12,50,246.83
12,51,667.09
12,52,286.06
12,53,286.06
12,54,159.06
12,55,282.89
12,56,213.87
12,57,196.96
12,58,151.93
12,59,223.51
12,60,93.99
12,61,177.64
12,62,204.20
12,63,190.00
12,64,190.00
12,65,236.23
12,66,211.49
12,67,58.26
12,68,154.73
12,69,273.39
12,70,249.62
12,71,113.15
12,72,179.91
12,73,206.65
12,74,228.65
12,75,326.23
12,76,255.16
12,77,377.86
12,78,220.91
12,79,17.68
12,80,257.91
12,81,326.23
12,82,190.00
12,83,182.14
12,84,326.23
12,85,236.23
12,86,151.93
12,87,81.79
12,88,231.19
12,89,98.43
12,90,201.73
12,91,203.71
12,92,204.20
12,93,194.66
12,94,228.65
12,95,175.35
12,96,233.72
12,97,175.35
12,98,397.21
12,99,47.03
13,0,74.45
13,1,137.04
13,2,185.23
13,3,244.02
13,4,49.72
13,5,201.73
13,6,177.45
13,7,231.19
13,8,236.23
13,9,137.18
13,10,213.87
13,11,124.40
13,12,236.23
13,14,179.91
13,15,201.73
13,16,nan
13,17,233.72
13,18,117.11
13,19,218.29
13,20,244.02
13,21,32.35
13,22,249.62
13,23,246.83
13,24,137.04
13,25,32.35
13,26,199.23
13,27,249.62
13,28,108.58
13,29,177.45
13,30,203.71
13,31,145.72
13,32,218.58
13,33,145.72
13,34,238.37
13,35,257.45
13,36,137.04
13,37,238.37
13,38,231.19
13,39,148.02
13,40,306.50
13,41,231.19
13,42,231.19
13,43,160.27
13,44,155.28
13,45,249.62
13,46,124.40
13,47,156.29
13,48,228.65
13,49,244.02
13,50,223.51
13,51,175.35
13,52,246.83
13,53,175.35
13,54,192.34
13,55,93.99
13,56,17.68
13,57,252.39
13,58,151.93
13,59,229.74
13,60,165.34
13,61,236.23
13,62,180.35
13,63,211.49
13,64,291.14
13,65,61.28
13,66,206.65
13,67,322.22
13,68,155.28
13,69,182.14
13,70,173.04
13,71,282.89
13,72,199.23
13,73,263.85
13,74,168.31
13,75,252.39
13,76,74.45
13,77,184.35
13,78,218.29
13,79,231.19
13,80,41.88
13,81,142.36
13,82,182.81
13,83,192.34
13,84,190.85
13,85,17.68
13,86,318.24
13,87,203.71
13,88,173.04
13,89,156.29
13,90,397.21
13,91,98.43
13,92,201.73
13,93,130.34
13,94,279.72
13,95,212.98
13,96,nan
13,97,162.23
13,98,236.23
13,99,236.23
14,0,213.87
14,1,96.66
14,2,211.49
14,3,279.72
14,4,179.91
14,5,204.20
14,6,201.73
14,7,182.81
14,8,161.18
14,9,175.35
14,10,246.83
14,11,213.87
14,12,249.62
14,13,179.91
14,15,182.14
14,16,55.33
14,17,318.24
14,18,98.43
14,19,187.63
14,20,143.72
14,21,168.91
14,22,158.29
14,23,211.49
14,24,32.35
14,25,206.65
14,26,216.24
14,27,124.40
14,28,78.05
14,29,206.65
14,30,228.65
14,31,190.00
14,32,211.49
14,33,58.26
14,34,81.79
14,35,160.27
14,36,128.71
14,37,199.23
14,38,212.98
14,39,149.99
14,40,70.99
14,41,201.73
14,42,211.49
14,43,201.48
14,44,44.42
14,45,144.27
14,46,162.23
14,47,162.23
14,48,160.27
14,49,173.04
14,50,194.66
14,51,173.23
14,52,257.91
14,53,257.91
14,54,226.09
14,55,173.04
14,56,190.00
14,57,32.35
14,58,186.54
14,59,182.14
14,60,182.14
14,61,255.16
14,62,89.75
14,63,161.18
14,64,179.53
14,65,216.24
14,66,143.39
14,67,255.16
14,68,55.33
14,69,170.69
14,70,228.65
14,71,201.73
14,72,171.08
14,73,209.08
14,74,106.19
14,75,236.23
14,76,177.64
14,77,152.21
14,78,85.69
14,79,228.65
14,80,255.16
14,81,187.63
14,82,199.23
14,83,209.08
14,84,173.04
14,85,179.91
14,86,215.65
14,87,194.66
14,88,107.98
14,89,233.72
14,90,17.68
14,91,143.72
14,92,85.69
14,93,167.39
14,94,17.68
14,95,203.71
14,96,231.19
14,97,201.48
14,98,170.69
14,99,209.08
15,0,273.39
15,1,159.06
15,2,236.23
15,3,190.85
15,4,201.73
15,5,17.68
15,6,168.91
15,7,206.65
15,8,166.71
15,9,192.34
15,10,74.45
15,11,154.73
15,12,192.34
15,13,201.73
15,14,182.14
15,16,252.39
15,17,58.26
15,18,163.27
15,19,151.93
15,20,137.18
15,21,175.35
15,22,171.08
15,23,322.22
15,24,276.55
15,25,209.08
15,26,218.58
15,27,168.91
15,28,196.96
15,29,194.66
15,30,223.51
15,31,47.03
15,32,206.65
15,33,161.18
15,34,168.91
15,35,164.48
15,36,186.54
15,37,397.21
15,38,190.85
15,39,216.24
15,40,143.72
15,41,206.65
15,42,203.71
15,43,141.53
15,44,171.08
15,45,145.89
15,46,223.51
15,47,182.14
15,48,161.18
15,49,322.22
15,50,190.85
15,51,156.29
15,52,255.16
15,53,255.16
15,54,89.75
15,55,206.65
15,56,168.31
15,57,209.08
15,58,150.29
15,59,169.41
15,60,170.69
15,61,182.14
15,62,139.90
15,63,182.14
15,64,206.65
15,65,218.29
15,66,30.11
15,67,206.65
15,68,152.21
15,69,203.71
15,70,218.58
15,71,252.39
15,72,190.85
15,73,17.68
15,74,139.90
15,75,233.72
15,76,226.09
15,77,216.24
15,78,177.45
15,79,192.34
15,80,371.81
15,81,206.65
15,82,169.41
15,83,118.61
15,84,168.91
15,85,175.35
15,86,255.16
15,87,150.13
15,88,159.06
15,89,134.75
15,90,182.14
15,91,162.23
15,92,188.71
15,93,257.91
15,94,185.23
15,95,196.96
15,96,nan
15,97,192.34
15,98,211.49
15,99,177.64
16,0,218.29
16,1,169.41
16,2,184.35
16,3,397.21
16,4,223.51
16,5,233.72
16,6,235.51
16,7,185.23
16,8,190.00
16,9,326.23
16,10,185.23
16,11,199.23
16,12,241.20
16,13,nan
16,14,55.33
16,15,194.66
16,17,231.19
16,18,160.27
16,19,166.71
16,20,282.89
16,21,216.24
16,22,151.93
16,23,194.66
16,24,93.99
16,25,165.90
16,26,233.72
16,27,93.99
16,28,137.18
16,29,257.91
16,30,220.91
16,31,231.19
16,32,196.96
16,33,118.61
16,34,34.65
16,35,124.40
16,36,173.23
16,37,154.73
16,38,196.70
16,39,196.96
16,40,17.68
16,41,213.87
16,42,215.65
16,43,231.19
16,44,93.99
16,45,130.58
16,46,223.51
16,47,236.23
16,48,151.93
16,49,161.18
16,50,255.16
16,51,199.23
16,52,143.72
16,53,162.23
16,54,216.24
16,55,244.02
16,56,397.21
16,57,17.68
16,58,211.49
16,59,233.72
16,60,171.08
16,61,218.58
16,62,67.64
16,63,203.71
16,64,169.41
16,65,213.87
16,66,390.53
16,67,233.72
16,68,118.61
16,69,257.91
16,70,235.51
16,71,194.66
16,72,182.14
16,73,145.72
16,74,163.27
16,75,322.22
16,76,215.65
16,77,175.35
16,78,49.72
16,79,223.51
16,80,226.09
16,81,286.06
16,82,199.23
16,83,326.23
16,84,236.23
16,85,326.23
16,86,246.83
16,87,194.66
16,88,81.79
16,89,187.63
16,90,74.45
16,91,184.35
16,92,58.26
16,93,216.24
16,94,37.00
16,95,169.41
16,96,175.35
16,97,203.71
16,98,199.23
16,99,204.20
17,0,175.35
17,1,177.64
17,2,190.85
17,3,130.58
17,4,246.83
17,5,45.36
17,6,206.65
17,7,199.23
17,8,213.87
17,9,273.39
17,10,17.68
17,11,159.06
17,12,213.87
17,13,233.72
17,14,360.21
17,15,58.26
17,16,231.19
17,18,165.34
17,19,89.75
17,20,74.45
17,21,148.02
17,22,223.51
17,23,252.39
17,24,310.39
17,25,196.96
17,26,203.71
17,27,310.39
17,28,186.54
17,29,322.22
17,30,252.39
17,31,17.68
17,32,199.23
17,33,196.96
17,34,252.39
17,35,273.39
17,36,286.06
17,37,286.06
17,38,130.58
17,39,216.24
17,40,231.19
17,41,231.19
17,42,151.93
17,43,246.83
17,44,194.66
17,45,310.39
17,46,244.02
17,47,390.53
17,48,218.29
17,49,249.62
17,50,130.58
17,51,165.34
17,52,249.62
17,53,233.72
17,54,32.35
17,55,223.51
17,56,145.89
17,57,182.81
17,58,168.91
17,59,113.15
17,60,177.64
17,61,223.51
17,62,220.91
17,63,206.65
17,64,267.04
17,65,187.63
