file,generated_family,query_name,best_hit_family,best_hit_score
masked_25_msa_transformer.fa,PF06733,PF06733_71,PF06733,34.6
masked_25_msa_transformer.fa,PF06733,PF06733_72,PF06733,40.6
masked_25_msa_transformer.fa,PF06733,PF06733_73,PF06733,35.0
masked_25_msa_transformer.fa,PF06733,PF06733_74,PF06733,46.4
masked_25_msa_transformer.fa,PF06733,PF06733_75,PF06733,70.6
masked_25_msa_transformer.fa,PF06733,PF06733_76,PF06733,46.0
masked_25_msa_transformer.fa,PF06733,PF06733_77,PF06733,36.2
masked_25_msa_transformer.fa,PF06733,PF06733_78,PF06733,56.5
masked_25_msa_transformer.fa,PF06733,PF06733_79,PF06733,63.4
masked_25_msa_transformer.fa,PF06733,PF06733_80,PF06733,49.7
masked_25_msa_transformer.fa,PF06733,PF06733_81,PF06733,69.1
masked_25_msa_transformer.fa,PF06733,PF06733_82,PF06733,68.4
masked_25_msa_transformer.fa,PF06733,PF06733_83,PF06733,50.7
masked_25_msa_transformer.fa,PF06733,PF06733_84,PF06733,34.5
masked_25_msa_transformer.fa,PF06733,PF06733_85,PF06733,60.4
masked_25_msa_transformer.fa,PF06733,PF06733_86,PF06733,82.4
masked_25_msa_transformer.fa,PF06733,PF06733_87,PF06733,81.6
masked_25_msa_transformer.fa,PF06733,PF06733_88,PF06733,49.6
masked_25_msa_transformer.fa,PF06733,PF06733_89,PF06733,56.4
masked_25_msa_transformer.fa,PF06733,PF06733_90,PF06733,36.3
masked_25_msa_transformer.fa,PF06733,PF06733_91,PF06733,39.9
masked_25_msa_transformer.fa,PF06733,PF06733_92,PF06733,54.5
masked_25_msa_transformer.fa,PF06733,PF06733_93,PF06733,62.9
masked_25_msa_transformer.fa,PF06733,PF06733_94,PF06733,37.5
masked_25_msa_transformer.fa,PF06733,PF06733_95,PF06733,56.9
masked_25_msa_transformer.fa,PF06733,PF06733_96,PF06733,40.9
masked_25_msa_transformer.fa,PF06733,PF06733_97,PF06733,72.2
masked_25_msa_transformer.fa,PF06733,PF06733_98,PF06733,59.5
masked_25_msa_transformer.fa,PF06733,PF06733_99,PF06733,47.7
masked_25_msa_transformer.fa,PF06733,PF06733_100,PF06733,38.6
masked_25_msa_transformer.fa,PF06733,PF06733_101,PF06733,50.2
masked_25_msa_transformer.fa,PF06733,PF06733_102,PF06733,54.0
masked_25_msa_transformer.fa,PF06733,PF06733_103,PF06733,61.0
masked_25_msa_transformer.fa,PF06733,PF06733_104,PF06733,78.3
masked_25_msa_transformer.fa,PF06733,PF06733_105,PF06733,47.8
masked_25_msa_transformer.fa,PF06733,PF06733_106,PF06733,65.3
masked_25_msa_transformer.fa,PF06733,PF06733_107,PF06733,54.9
masked_25_msa_transformer.fa,PF06733,PF06733_108,PF06733,67.6
masked_25_msa_transformer.fa,PF06733,PF06733_109,PF06733,58.6
masked_25_msa_transformer.fa,PF06733,PF06733_110,PF06733,59.3
masked_25_msa_transformer.fa,PF06733,PF06733_111,PF06733,51.6
masked_25_msa_transformer.fa,PF06733,PF06733_112,PF06733,44.8
masked_25_msa_transformer.fa,PF06733,PF06733_113,PF06733,51.3
masked_25_msa_transformer.fa,PF06733,PF06733_114,PF06733,49.3
masked_25_msa_transformer.fa,PF06733,PF06733_115,PF06733,65.9
masked_25_msa_transformer.fa,PF06733,PF06733_116,PF06733,67.4
masked_25_msa_transformer.fa,PF06733,PF06733_117,PF06733,72.9
masked_25_msa_transformer.fa,PF06733,PF06733_118,PF06733,61.8
masked_25_msa_transformer.fa,PF06733,PF06733_119,PF06733,42.2
masked_25_msa_transformer.fa,PF06733,PF06733_120,PF06733,41.9
masked_25_msa_transformer.fa,PF06733,PF06733_121,PF06733,40.0
masked_25_msa_transformer.fa,PF06733,PF06733_122,PF06733,48.7
masked_25_msa_transformer.fa,PF06733,PF06733_123,PF06733,37.5
masked_25_msa_transformer.fa,PF06733,PF06733_124,PF06733,33.4
masked_25_msa_transformer.fa,PF06733,PF06733_125,PF06733,73.6
masked_25_msa_transformer.fa,PF06733,PF06733_126,PF06733,53.7
masked_25_msa_transformer.fa,PF06733,PF06733_127,PF06733,44.1
masked_25_msa_transformer.fa,PF06733,PF06733_128,PF06733,49.6
masked_25_msa_transformer.fa,PF06733,PF06733_129,PF06733,51.1
masked_25_msa_transformer.fa,PF06733,PF06733_130,PF06733,38.9
masked_25_msa_transformer.fa,PF06733,PF06733_131,PF06733,59.5
masked_25_msa_transformer.fa,PF06733,PF06733_132,PF06733,73.8
masked_25_msa_transformer.fa,PF06733,PF06733_133,PF06733,72.4
masked_25_msa_transformer.fa,PF06733,PF06733_134,PF06733,64.3
masked_25_msa_transformer.fa,PF06733,PF06733_135,PF06733,74.3
masked_25_msa_transformer.fa,PF06733,PF06733_136,PF06733,54.6
masked_25_msa_transformer.fa,PF06733,PF06733_137,PF06733,57.8
masked_25_msa_transformer.fa,PF06733,PF06733_138,PF06733,67.5
masked_25_msa_transformer.fa,PF06733,PF06733_139,PF06733,65.7
masked_25_msa_transformer.fa,PF06733,PF06733_140,PF06733,60.1
masked_25_msa_transformer.fa,PF06733,PF06733_141,PF06733,45.3
masked_25_msa_transformer.fa,PF06733,PF06733_142,PF06733,39.4
masked_25_msa_transformer.fa,PF06733,PF06733_143,PF06733,56.5
masked_25_msa_transformer.fa,PF06733,PF06733_144,PF06733,44.6
masked_25_msa_transformer.fa,PF06733,PF06733_145,PF06733,51.3
masked_25_msa_transformer.fa,PF06733,PF06733_146,PF06733,29.0
masked_25_msa_transformer.fa,PF06733,PF06733_147,PF06733,55.0
masked_25_msa_transformer.fa,PF06733,PF06733_148,PF06733,74.4
masked_25_msa_transformer.fa,PF06733,PF06733_149,PF06733,110.2
masked_25_msa_transformer.fa,PF06733,PF06733_150,PF06733,71.0
masked_25_msa_transformer.fa,PF06733,PF06733_151,PF06733,51.9
masked_25_msa_transformer.fa,PF06733,PF06733_152,PF06733,71.9
masked_25_msa_transformer.fa,PF06733,PF06733_153,PF06733,60.0
masked_25_msa_transformer.fa,PF06733,PF06733_154,PF06733,115.6
masked_25_msa_transformer.fa,PF06733,PF06733_155,PF06733,117.0
masked_25_msa_transformer.fa,PF06733,PF06733_156,PF06733,61.6
masked_25_msa_transformer.fa,PF06733,PF06733_157,PF06733,63.9
masked_25_msa_transformer.fa,PF06733,PF06733_158,PF06733,83.9
masked_25_msa_transformer.fa,PF06733,PF06733_159,PF06733,71.3
masked_25_msa_transformer.fa,PF06733,PF06733_160,PF06733,87.0
masked_25_msa_transformer.fa,PF06733,PF06733_161,PF06733,48.9
masked_25_msa_transformer.fa,PF06733,PF06733_162,PF06733,71.7
masked_25_msa_transformer.fa,PF06733,PF06733_163,PF06733,79.8
masked_25_msa_transformer.fa,PF06733,PF06733_164,PF06733,80.8
masked_25_msa_transformer.fa,PF06733,PF06733_165,PF06733,51.3
masked_25_msa_transformer.fa,PF06733,PF06733_166,PF06733,79.7
masked_25_msa_transformer.fa,PF06733,PF06733_167,PF06733,110.0
masked_25_msa_transformer.fa,PF06733,PF06733_168,PF06733,50.7
masked_25_msa_transformer.fa,PF06733,PF06733_169,PF06733,68.7
masked_25_msa_transformer.fa,PF06733,PF06733_170,PF06733,77.0
masked_25_msa_transformer.fa,PF06733,PF06733_171,PF06733,55.5
masked_25_msa_transformer.fa,PF06733,PF06733_172,PF06733,56.8
masked_25_msa_transformer.fa,PF06733,PF06733_173,PF06733,60.6
masked_25_msa_transformer.fa,PF06733,PF06733_174,PF06733,96.7
masked_25_msa_transformer.fa,PF06733,PF06733_175,PF06733,48.8
masked_25_msa_transformer.fa,PF06733,PF06733_176,PF06733,45.4
masked_25_msa_transformer.fa,PF06733,PF06733_177,PF04851,63.2
masked_25_msa_transformer.fa,PF06733,PF06733_178,PF06733,81.7
masked_25_msa_transformer.fa,PF06733,PF06733_179,PF06733,39.0
masked_25_msa_transformer.fa,PF06733,PF06733_180,PF04851,65.1
masked_25_msa_transformer.fa,PF06733,PF06733_181,PF06733,59.3
masked_25_msa_transformer.fa,PF06733,PF06733_182,PF06733,52.5
masked_25_msa_transformer.fa,PF06733,PF06733_183,PF06733,59.1
masked_25_msa_transformer.fa,PF06733,PF06733_184,PF06733,82.9
masked_25_msa_transformer.fa,PF06733,PF06733_185,PF06733,82.8
masked_25_msa_transformer.fa,PF06733,PF06733_186,PF06733,64.4
masked_25_msa_transformer.fa,PF06733,PF06733_187,PF06733,56.4
masked_25_msa_transformer.fa,PF06733,PF06733_188,PF06733,76.5
masked_25_msa_transformer.fa,PF06733,PF06733_189,PF06733,38.2
masked_25_msa_transformer.fa,PF06733,PF06733_190,PF06733,64.1
masked_25_msa_transformer.fa,PF06733,PF06733_191,PF06733,48.9
masked_25_msa_transformer.fa,PF06733,PF06733_192,PF06733,52.2
masked_25_msa_transformer.fa,PF06733,PF06733_193,PF06733,32.0
masked_25_msa_transformer.fa,PF06733,PF06733_194,PF06733,54.5
masked_25_msa_transformer.fa,PF06733,PF06733_195,PF06733,56.9
masked_25_msa_transformer.fa,PF06733,PF06733_196,PF06733,78.4
masked_25_msa_transformer.fa,PF06733,PF06733_197,PF06733,77.5
masked_25_msa_transformer.fa,PF06733,PF06733_198,PF06733,75.7
masked_25_msa_transformer.fa,PF06733,PF06733_199,PF06733,39.2
masked_25_msa_transformer.fa,PF01023,PF01023_0,PF01023,21.3
masked_25_msa_transformer.fa,PF01023,PF01023_1,PF01023,26.2
masked_25_msa_transformer.fa,PF01023,PF01023_2,PF01023,26.6
masked_25_msa_transformer.fa,PF01023,PF01023_3,PF01023,26.6
masked_25_msa_transformer.fa,PF01023,PF01023_4,PF01023,26.6
masked_25_msa_transformer.fa,PF01023,PF01023_5,PF01023,24.0
masked_25_msa_transformer.fa,PF01023,PF01023_6,PF01023,29.7
masked_25_msa_transformer.fa,PF01023,PF01023_7,PF01023,32.0
masked_25_msa_transformer.fa,PF01023,PF01023_8,PF01023,25.2
masked_25_msa_transformer.fa,PF01023,PF01023_9,PF01023,25.9
masked_25_msa_transformer.fa,PF01023,PF01023_10,PF01023,28.4
masked_25_msa_transformer.fa,PF01023,PF01023_11,PF01023,30.3
masked_25_msa_transformer.fa,PF01023,PF01023_12,PF01023,24.4
masked_25_msa_transformer.fa,PF01023,PF01023_13,PF01023,29.1
masked_25_msa_transformer.fa,PF01023,PF01023_14,PF01023,21.2
masked_25_msa_transformer.fa,PF01023,PF01023_15,PF01023,25.6
masked_25_msa_transformer.fa,PF01023,PF01023_16,PF01023,25.8
masked_25_msa_transformer.fa,PF01023,PF01023_17,,
masked_25_msa_transformer.fa,PF01023,PF01023_18,PF01023,24.8
masked_25_msa_transformer.fa,PF01023,PF01023_19,PF01023,27.6
masked_25_msa_transformer.fa,PF01023,PF01023_20,PF01023,28.3
masked_25_msa_transformer.fa,PF01023,PF01023_21,PF01023,27.9
masked_25_msa_transformer.fa,PF01023,PF01023_22,PF01023,26.1
masked_25_msa_transformer.fa,PF01023,PF01023_23,PF01023,26.9
masked_25_msa_transformer.fa,PF01023,PF01023_24,PF01023,22.5
masked_25_msa_transformer.fa,PF01023,PF01023_25,PF01023,24.5
masked_25_msa_transformer.fa,PF01023,PF01023_26,PF01023,25.7
masked_25_msa_transformer.fa,PF01023,PF01023_27,PF01023,27.0
masked_25_msa_transformer.fa,PF01023,PF01023_28,PF01023,27.3
masked_25_msa_transformer.fa,PF01023,PF01023_29,PF01023,25.3
masked_25_msa_transformer.fa,PF01023,PF01023_30,PF01023,29.6
masked_25_msa_transformer.fa,PF01023,PF01023_31,PF01023,25.6
masked_25_msa_transformer.fa,PF01023,PF01023_32,PF01023,20.9
masked_25_msa_transformer.fa,PF01023,PF01023_33,PF01023,24.4
masked_25_msa_transformer.fa,PF01023,PF01023_34,PF01023,20.9
masked_25_msa_transformer.fa,PF01023,PF01023_35,PF01023,30.2
masked_25_msa_transformer.fa,PF01023,PF01023_36,PF01023,28.9
masked_25_msa_transformer.fa,PF01023,PF01023_37,PF01023,26.5
masked_25_msa_transformer.fa,PF01023,PF01023_38,PF01023,22.8
masked_25_msa_transformer.fa,PF01023,PF01023_39,PF01023,37.5
masked_25_msa_transformer.fa,PF01023,PF01023_40,PF01023,24.7
masked_25_msa_transformer.fa,PF01023,PF01023_41,PF01023,29.8
masked_25_msa_transformer.fa,PF01023,PF01023_42,PF01023,28.9
masked_25_msa_transformer.fa,PF01023,PF01023_43,PF01023,37.5
masked_25_msa_transformer.fa,PF01023,PF01023_44,PF01023,28.2
masked_25_msa_transformer.fa,PF01023,PF01023_45,PF01023,33.6
masked_25_msa_transformer.fa,PF01023,PF01023_46,PF01023,29.5
masked_25_msa_transformer.fa,PF01023,PF01023_47,PF01023,24.5
masked_25_msa_transformer.fa,PF01023,PF01023_48,PF01023,36.3
masked_25_msa_transformer.fa,PF01023,PF01023_49,PF01023,26.1
masked_25_msa_transformer.fa,PF01023,PF01023_50,,
masked_25_msa_transformer.fa,PF01023,PF01023_51,PF01023,28.4
masked_25_msa_transformer.fa,PF01023,PF01023_52,PF01023,35.3
masked_25_msa_transformer.fa,PF01023,PF01023_53,PF01023,26.3
masked_25_msa_transformer.fa,PF01023,PF01023_54,PF01023,23.4
masked_25_msa_transformer.fa,PF01023,PF01023_55,PF01023,36.2
masked_25_msa_transformer.fa,PF01023,PF01023_56,PF01023,26.2
masked_25_msa_transformer.fa,PF01023,PF01023_57,PF01023,28.5
masked_25_msa_transformer.fa,PF01023,PF01023_58,PF01023,30.0
masked_25_msa_transformer.fa,PF01023,PF01023_59,PF01023,27.4
masked_25_msa_transformer.fa,PF01023,PF01023_60,PF01023,26.7
masked_25_msa_transformer.fa,PF01023,PF01023_61,PF01023,24.3
masked_25_msa_transformer.fa,PF01023,PF01023_62,PF01023,37.7
masked_25_msa_transformer.fa,PF01023,PF01023_63,PF01023,25.1
masked_25_msa_transformer.fa,PF01023,PF01023_64,PF01023,29.8
masked_25_msa_transformer.fa,PF01023,PF01023_65,PF01023,32.5
masked_25_msa_transformer.fa,PF01023,PF01023_66,PF01023,31.7
masked_25_msa_transformer.fa,PF01023,PF01023_67,PF01023,25.4
masked_25_msa_transformer.fa,PF01023,PF01023_68,PF01023,28.5
masked_25_msa_transformer.fa,PF01023,PF01023_69,PF01023,31.6
masked_25_msa_transformer.fa,PF01023,PF01023_70,,
masked_25_msa_transformer.fa,PF01023,PF01023_71,PF01023,25.7
masked_25_msa_transformer.fa,PF01023,PF01023_72,,
masked_25_msa_transformer.fa,PF01023,PF01023_73,PF01023,29.8
masked_25_msa_transformer.fa,PF01023,PF01023_74,PF01023,25.2
masked_25_msa_transformer.fa,PF01023,PF01023_75,PF01023,28.9
masked_25_msa_transformer.fa,PF01023,PF01023_76,,
masked_25_msa_transformer.fa,PF01023,PF01023_77,,
masked_25_msa_transformer.fa,PF01023,PF01023_78,PF01023,26.7
masked_25_msa_transformer.fa,PF01023,PF01023_79,PF01023,28.9
masked_25_msa_transformer.fa,PF01023,PF01023_80,PF01023,22.3
masked_25_msa_transformer.fa,PF01023,PF01023_81,PF01023,28.9
masked_25_msa_transformer.fa,PF01023,PF01023_82,PF01023,26.5
masked_25_msa_transformer.fa,PF01023,PF01023_83,PF01023,32.3
masked_25_msa_transformer.fa,PF01023,PF01023_84,,
masked_25_msa_transformer.fa,PF01023,PF01023_85,PF01023,32.7
masked_25_msa_transformer.fa,PF01023,PF01023_86,PF01023,32.3
masked_25_msa_transformer.fa,PF01023,PF01023_87,PF01023,24.7
masked_25_msa_transformer.fa,PF01023,PF01023_88,PF01023,23.8
masked_25_msa_transformer.fa,PF01023,PF01023_89,PF01023,25.2
masked_25_msa_transformer.fa,PF01023,PF01023_90,PF01023,22.0
masked_25_msa_transformer.fa,PF01023,PF01023_91,PF01023,26.6
masked_25_msa_transformer.fa,PF01023,PF01023_92,PF01023,32.3
masked_25_msa_transformer.fa,PF01023,PF01023_93,PF01023,27.8
masked_25_msa_transformer.fa,PF01023,PF01023_94,,
masked_25_msa_transformer.fa,PF01023,PF01023_95,PF01023,21.3
masked_25_msa_transformer.fa,PF01023,PF01023_96,,
masked_25_msa_transformer.fa,PF01023,PF01023_97,PF01023,31.5
masked_25_msa_transformer.fa,PF01023,PF01023_98,PF01023,23.5
masked_25_msa_transformer.fa,PF01023,PF01023_99,,
masked_25_msa_transformer.fa,PF01023,PF01023_100,PF01023,27.7
masked_25_msa_transformer.fa,PF01023,PF01023_101,,
masked_25_msa_transformer.fa,PF01023,PF01023_102,PF01023,31.8
masked_25_msa_transformer.fa,PF01023,PF01023_103,PF01023,33.5
masked_25_msa_transformer.fa,PF01023,PF01023_104,PF01023,33.0
masked_25_msa_transformer.fa,PF01023,PF01023_105,PF01023,25.3
masked_25_msa_transformer.fa,PF01023,PF01023_106,PF01023,23.6
masked_25_msa_transformer.fa,PF01023,PF01023_107,PF01023,31.9
masked_25_msa_transformer.fa,PF01023,PF01023_108,PF01023,21.6
masked_25_msa_transformer.fa,PF01023,PF01023_109,PF01023,34.2
masked_25_msa_transformer.fa,PF01023,PF01023_110,PF01023,27.1
masked_25_msa_transformer.fa,PF01023,PF01023_111,PF01023,32.3
masked_25_msa_transformer.fa,PF01023,PF01023_112,PF01023,31.1
masked_25_msa_transformer.fa,PF01023,PF01023_113,PF01023,32.3
masked_25_msa_transformer.fa,PF01023,PF01023_114,PF01023,27.4
masked_25_msa_transformer.fa,PF01023,PF01023_115,PF01023,33.6
masked_25_msa_transformer.fa,PF01023,PF01023_116,PF01023,32.8
masked_25_msa_transformer.fa,PF01023,PF01023_117,PF01023,34.2
masked_25_msa_transformer.fa,PF01023,PF01023_118,PF01023,20.1
masked_25_msa_transformer.fa,PF01023,PF01023_119,,
masked_25_msa_transformer.fa,PF01023,PF01023_120,PF01023,26.8
masked_25_msa_transformer.fa,PF01023,PF01023_121,PF01023,33.4
masked_25_msa_transformer.fa,PF01023,PF01023_122,PF01023,31.8
masked_25_msa_transformer.fa,PF01023,PF01023_123,PF01023,30.0
masked_25_msa_transformer.fa,PF01023,PF01023_124,PF01023,30.8
masked_25_msa_transformer.fa,PF01023,PF01023_125,PF01023,27.2
masked_25_msa_transformer.fa,PF01023,PF01023_126,PF01023,22.5
masked_25_msa_transformer.fa,PF01023,PF01023_127,PF01023,20.6
masked_25_msa_transformer.fa,PF01023,PF01023_128,PF01023,26.1
masked_25_msa_transformer.fa,PF01023,PF01023_129,,
masked_25_msa_transformer.fa,PF01023,PF01023_130,PF01023,21.7
masked_25_msa_transformer.fa,PF01023,PF01023_131,PF01023,30.5
masked_25_msa_transformer.fa,PF01023,PF01023_132,PF01023,27.7
masked_25_msa_transformer.fa,PF01023,PF01023_133,,
masked_25_msa_transformer.fa,PF01023,PF01023_134,PF01023,34.3
masked_25_msa_transformer.fa,PF01023,PF01023_135,PF01023,24.0
masked_25_msa_transformer.fa,PF01023,PF01023_136,PF01023,32.6
masked_25_msa_transformer.fa,PF01023,PF01023_137,PF01023,29.3
masked_25_msa_transformer.fa,PF01023,PF01023_138,PF01023,23.4
masked_25_msa_transformer.fa,PF01023,PF01023_139,PF01023,31.1
masked_25_msa_transformer.fa,PF01023,PF01023_140,PF01023,24.3
masked_25_msa_transformer.fa,PF01023,PF01023_141,PF01023,28.9
masked_25_msa_transformer.fa,PF01023,PF01023_142,PF01023,34.5
masked_25_msa_transformer.fa,PF01023,PF01023_143,,
masked_25_msa_transformer.fa,PF01023,PF01023_144,PF01023,21.2
masked_25_msa_transformer.fa,PF01023,PF01023_145,PF01023,22.1
masked_25_msa_transformer.fa,PF01023,PF01023_146,PF01023,28.2
masked_25_msa_transformer.fa,PF01023,PF01023_147,,
masked_25_msa_transformer.fa,PF01023,PF01023_148,PF01023,32.9
masked_25_msa_transformer.fa,PF01023,PF01023_149,PF01023,29.2
masked_25_msa_transformer.fa,PF01023,PF01023_150,PF01023,32.9
masked_25_msa_transformer.fa,PF01023,PF01023_151,PF01023,20.9
masked_25_msa_transformer.fa,PF01023,PF01023_152,PF01023,19.4
masked_25_msa_transformer.fa,PF01023,PF01023_153,PF01023,32.6
masked_25_msa_transformer.fa,PF01023,PF01023_154,PF01023,27.7
masked_25_msa_transformer.fa,PF01023,PF01023_155,,
masked_25_msa_transformer.fa,PF01023,PF01023_156,PF01023,27.5
masked_25_msa_transformer.fa,PF01023,PF01023_157,PF01023,24.9
masked_25_msa_transformer.fa,PF01023,PF01023_158,PF01023,20.7
masked_25_msa_transformer.fa,PF01023,PF01023_159,PF01023,28.6
masked_25_msa_transformer.fa,PF01023,PF01023_160,PF01023,28.7
masked_25_msa_transformer.fa,PF01023,PF01023_161,PF01023,25.3
masked_25_msa_transformer.fa,PF01023,PF01023_162,PF01023,31.5
masked_25_msa_transformer.fa,PF01023,PF01023_163,PF01023,31.4
masked_25_msa_transformer.fa,PF01023,PF01023_164,PF01023,37.9
masked_25_msa_transformer.fa,PF01023,PF01023_165,PF01023,23.3
masked_25_msa_transformer.fa,PF01023,PF01023_166,PF01023,23.3
masked_25_msa_transformer.fa,PF01023,PF01023_167,PF01023,30.5
masked_25_msa_transformer.fa,PF01023,PF01023_168,PF01023,28.7
masked_25_msa_transformer.fa,PF01023,PF01023_169,PF01023,24.7
masked_25_msa_transformer.fa,PF01023,PF01023_170,PF01023,21.6
masked_25_msa_transformer.fa,PF01023,PF01023_171,PF01023,28.6
masked_25_msa_transformer.fa,PF01023,PF01023_172,PF01023,31.1
masked_25_msa_transformer.fa,PF01023,PF01023_173,PF01023,24.7
masked_25_msa_transformer.fa,PF01023,PF01023_174,PF01023,27.2
masked_25_msa_transformer.fa,PF01023,PF01023_175,PF01023,28.7
masked_25_msa_transformer.fa,PF01023,PF01023_176,PF01023,34.0
masked_25_msa_transformer.fa,PF01023,PF01023_177,PF01023,32.3
masked_25_msa_transformer.fa,PF01023,PF01023_178,PF01023,26.7
masked_25_msa_transformer.fa,PF01023,PF01023_179,PF01023,29.6
masked_25_msa_transformer.fa,PF01023,PF01023_180,PF01023,20.8
masked_25_msa_transformer.fa,PF01023,PF01023_181,PF01023,27.1
masked_25_msa_transformer.fa,PF01023,PF01023_182,PF01023,29.7
masked_25_msa_transformer.fa,PF01023,PF01023_183,PF01023,34.9
masked_25_msa_transformer.fa,PF01023,PF01023_184,PF01023,32.5
masked_25_msa_transformer.fa,PF01023,PF01023_185,PF01023,32.2
masked_25_msa_transformer.fa,PF01023,PF01023_186,PF01023,29.9
masked_25_msa_transformer.fa,PF01023,PF01023_187,PF01023,28.0
masked_25_msa_transformer.fa,PF01023,PF01023_188,PF01023,31.1
masked_25_msa_transformer.fa,PF01023,PF01023_189,PF01023,21.8
