file,generated_family,query_name,best_hit_family,best_hit_score
masked_25_single_transformer.fa,PF06733,PF06733_66,PF06733,80.9
masked_25_single_transformer.fa,PF06733,PF06733_67,PF06733,127.1
masked_25_single_transformer.fa,PF06733,PF06733_68,PF06733,120.4
masked_25_single_transformer.fa,PF06733,PF06733_69,PF06733,76.9
masked_25_single_transformer.fa,PF06733,PF06733_70,PF06733,149.0
masked_25_single_transformer.fa,PF06733,PF06733_71,PF06733,129.2
masked_25_single_transformer.fa,PF06733,PF06733_72,PF06733,56.2
masked_25_single_transformer.fa,PF06733,PF06733_73,PF06733,131.8
masked_25_single_transformer.fa,PF06733,PF06733_74,PF06733,106.3
masked_25_single_transformer.fa,PF06733,PF06733_75,PF06733,61.3
masked_25_single_transformer.fa,PF06733,PF06733_76,PF06733,114.3
masked_25_single_transformer.fa,PF06733,PF06733_77,PF06733,92.4
masked_25_single_transformer.fa,PF06733,PF06733_78,PF06733,117.6
masked_25_single_transformer.fa,PF06733,PF06733_79,PF06733,110.6
masked_25_single_transformer.fa,PF06733,PF06733_80,PF06733,122.2
masked_25_single_transformer.fa,PF06733,PF06733_81,PF06733,140.5
masked_25_single_transformer.fa,PF06733,PF06733_82,PF06733,63.9
masked_25_single_transformer.fa,PF06733,PF06733_83,PF06733,127.1
masked_25_single_transformer.fa,PF06733,PF06733_84,PF06733,78.7
masked_25_single_transformer.fa,PF06733,PF06733_85,PF06733,100.0
masked_25_single_transformer.fa,PF06733,PF06733_86,PF06733,76.0
masked_25_single_transformer.fa,PF06733,PF06733_87,PF06733,136.0
masked_25_single_transformer.fa,PF06733,PF06733_88,PF06733,92.9
masked_25_single_transformer.fa,PF06733,PF06733_89,PF06733,130.3
masked_25_single_transformer.fa,PF06733,PF06733_90,PF06733,105.7
masked_25_single_transformer.fa,PF06733,PF06733_91,PF06733,58.0
masked_25_single_transformer.fa,PF06733,PF06733_92,PF06733,114.0
masked_25_single_transformer.fa,PF06733,PF06733_93,PF06733,53.7
masked_25_single_transformer.fa,PF06733,PF06733_94,PF06733,68.9
masked_25_single_transformer.fa,PF06733,PF06733_95,PF06733,46.9
masked_25_single_transformer.fa,PF06733,PF06733_96,PF06733,105.0
masked_25_single_transformer.fa,PF06733,PF06733_97,PF06733,45.5
masked_25_single_transformer.fa,PF06733,PF06733_98,PF06733,129.9
masked_25_single_transformer.fa,PF06733,PF06733_99,PF06733,59.5
masked_25_single_transformer.fa,PF06733,PF06733_100,PF06733,93.0
masked_25_single_transformer.fa,PF06733,PF06733_101,PF06733,45.5
masked_25_single_transformer.fa,PF06733,PF06733_102,PF06733,120.5
masked_25_single_transformer.fa,PF06733,PF06733_103,PF06733,97.1
masked_25_single_transformer.fa,PF06733,PF06733_104,PF06733,135.5
masked_25_single_transformer.fa,PF06733,PF06733_105,PF06733,135.4
masked_25_single_transformer.fa,PF06733,PF06733_106,PF06733,49.1
masked_25_single_transformer.fa,PF06733,PF06733_107,PF06733,95.7
masked_25_single_transformer.fa,PF06733,PF06733_108,PF06733,33.2
masked_25_single_transformer.fa,PF06733,PF06733_109,PF06733,140.0
masked_25_single_transformer.fa,PF06733,PF06733_110,PF06733,100.3
masked_25_single_transformer.fa,PF06733,PF06733_111,PF06733,48.6
masked_25_single_transformer.fa,PF06733,PF06733_112,PF06733,74.3
masked_25_single_transformer.fa,PF06733,PF06733_113,PF06733,121.9
masked_25_single_transformer.fa,PF06733,PF06733_114,PF06733,79.8
masked_25_single_transformer.fa,PF06733,PF06733_115,PF06733,84.5
masked_25_single_transformer.fa,PF06733,PF06733_116,PF06733,89.0
masked_25_single_transformer.fa,PF06733,PF06733_117,PF06733,110.8
masked_25_single_transformer.fa,PF06733,PF06733_118,PF06733,120.6
masked_25_single_transformer.fa,PF06733,PF06733_119,PF06733,58.0
masked_25_single_transformer.fa,PF06733,PF06733_120,PF06733,76.3
masked_25_single_transformer.fa,PF06733,PF06733_121,PF06733,121.3
masked_25_single_transformer.fa,PF06733,PF06733_122,PF06733,76.9
masked_25_single_transformer.fa,PF06733,PF06733_123,PF06733,113.2
masked_25_single_transformer.fa,PF06733,PF06733_124,PF06733,117.1
masked_25_single_transformer.fa,PF06733,PF06733_125,PF06733,48.5
masked_25_single_transformer.fa,PF06733,PF06733_126,PF06733,124.6
masked_25_single_transformer.fa,PF06733,PF06733_127,PF06733,139.0
masked_25_single_transformer.fa,PF06733,PF06733_128,PF06733,124.4
masked_25_single_transformer.fa,PF06733,PF06733_129,PF06733,105.4
masked_25_single_transformer.fa,PF06733,PF06733_130,PF06733,105.9
masked_25_single_transformer.fa,PF06733,PF06733_131,PF06733,62.8
masked_25_single_transformer.fa,PF06733,PF06733_132,PF06733,135.4
masked_25_single_transformer.fa,PF06733,PF06733_133,PF06733,79.1
masked_25_single_transformer.fa,PF06733,PF06733_134,PF06733,71.9
masked_25_single_transformer.fa,PF06733,PF06733_135,PF06733,56.0
masked_25_single_transformer.fa,PF06733,PF06733_136,PF06733,115.7
masked_25_single_transformer.fa,PF06733,PF06733_137,PF06733,71.9
masked_25_single_transformer.fa,PF06733,PF06733_138,PF06733,113.2
masked_25_single_transformer.fa,PF06733,PF06733_139,PF06733,71.5
masked_25_single_transformer.fa,PF06733,PF06733_140,PF06733,63.0
masked_25_single_transformer.fa,PF06733,PF06733_141,PF06733,118.8
masked_25_single_transformer.fa,PF06733,PF06733_142,PF06733,125.6
masked_25_single_transformer.fa,PF06733,PF06733_143,PF06733,109.7
masked_25_single_transformer.fa,PF06733,PF06733_144,PF06733,104.6
masked_25_single_transformer.fa,PF06733,PF06733_145,PF06733,89.2
masked_25_single_transformer.fa,PF06733,PF06733_146,PF06733,131.4
masked_25_single_transformer.fa,PF06733,PF06733_147,PF06733,75.2
masked_25_single_transformer.fa,PF06733,PF06733_148,PF06733,47.8
masked_25_single_transformer.fa,PF06733,PF06733_149,PF06733,115.5
masked_25_single_transformer.fa,PF06733,PF06733_150,PF06733,98.6
masked_25_single_transformer.fa,PF06733,PF06733_151,PF06733,129.3
masked_25_single_transformer.fa,PF06733,PF06733_152,PF06733,60.4
masked_25_single_transformer.fa,PF06733,PF06733_153,PF06733,41.4
masked_25_single_transformer.fa,PF06733,PF06733_154,PF06733,79.1
masked_25_single_transformer.fa,PF06733,PF06733_155,PF06733,97.6
masked_25_single_transformer.fa,PF06733,PF06733_156,PF06733,60.1
masked_25_single_transformer.fa,PF06733,PF06733_157,PF06733,91.8
masked_25_single_transformer.fa,PF06733,PF06733_158,PF06733,87.8
masked_25_single_transformer.fa,PF06733,PF06733_159,PF06733,51.2
masked_25_single_transformer.fa,PF06733,PF06733_160,PF06733,126.6
masked_25_single_transformer.fa,PF06733,PF06733_161,PF06733,88.5
masked_25_single_transformer.fa,PF06733,PF06733_162,PF06733,77.8
masked_25_single_transformer.fa,PF06733,PF06733_163,PF06733,123.0
masked_25_single_transformer.fa,PF06733,PF06733_164,PF06733,137.9
masked_25_single_transformer.fa,PF06733,PF06733_165,PF06733,70.5
masked_25_single_transformer.fa,PF06733,PF06733_166,PF06733,116.1
masked_25_single_transformer.fa,PF06733,PF06733_167,PF06733,44.9
masked_25_single_transformer.fa,PF06733,PF06733_168,PF06733,121.2
masked_25_single_transformer.fa,PF06733,PF06733_169,PF06733,88.3
masked_25_single_transformer.fa,PF06733,PF06733_170,PF06733,101.5
masked_25_single_transformer.fa,PF06733,PF06733_171,PF06733,102.2
masked_25_single_transformer.fa,PF06733,PF06733_172,PF06733,141.9
masked_25_single_transformer.fa,PF06733,PF06733_173,PF06733,129.6
masked_25_single_transformer.fa,PF06733,PF06733_174,PF06733,67.4
masked_25_single_transformer.fa,PF06733,PF06733_175,PF06733,77.5
masked_25_single_transformer.fa,PF06733,PF06733_176,PF06733,68.1
masked_25_single_transformer.fa,PF06733,PF06733_177,PF06733,71.3
masked_25_single_transformer.fa,PF06733,PF06733_178,PF06733,59.0
masked_25_single_transformer.fa,PF06733,PF06733_179,PF06733,93.7
masked_25_single_transformer.fa,PF06733,PF06733_180,PF06733,75.9
masked_25_single_transformer.fa,PF06733,PF06733_181,PF06733,63.9
masked_25_single_transformer.fa,PF06733,PF06733_182,PF06733,99.7
masked_25_single_transformer.fa,PF06733,PF06733_183,PF06733,128.2
masked_25_single_transformer.fa,PF06733,PF06733_184,PF06733,104.1
masked_25_single_transformer.fa,PF06733,PF06733_185,PF06733,97.6
masked_25_single_transformer.fa,PF06733,PF06733_186,PF06733,106.8
masked_25_single_transformer.fa,PF06733,PF06733_187,PF06733,143.1
masked_25_single_transformer.fa,PF06733,PF06733_188,PF06733,116.4
masked_25_single_transformer.fa,PF06733,PF06733_189,PF06733,100.2
masked_25_single_transformer.fa,PF06733,PF06733_190,PF06733,90.1
masked_25_single_transformer.fa,PF06733,PF06733_191,PF06733,78.3
masked_25_single_transformer.fa,PF06733,PF06733_192,PF06733,69.1
masked_25_single_transformer.fa,PF06733,PF06733_193,PF06733,76.5
masked_25_single_transformer.fa,PF06733,PF06733_194,PF06733,66.7
masked_25_single_transformer.fa,PF06733,PF06733_195,PF06733,73.4
masked_25_single_transformer.fa,PF06733,PF06733_196,PF06733,54.3
masked_25_single_transformer.fa,PF06733,PF06733_197,PF06733,134.2
masked_25_single_transformer.fa,PF06733,PF06733_198,PF06733,112.6
masked_25_single_transformer.fa,PF06733,PF06733_199,PF06733,56.0
masked_25_single_transformer.fa,PF06733,PF06733_200,PF06733,72.0
masked_25_single_transformer.fa,PF01023,PF01023_1,PF01023,25.0
masked_25_single_transformer.fa,PF01023,PF01023_2,PF01023,22.1
masked_25_single_transformer.fa,PF01023,PF01023_3,PF01023,22.9
masked_25_single_transformer.fa,PF01023,PF01023_4,PF01023,22.3
masked_25_single_transformer.fa,PF01023,PF01023_5,PF01023,21.6
masked_25_single_transformer.fa,PF01023,PF01023_6,PF01023,21.7
masked_25_single_transformer.fa,PF01023,PF01023_7,,
masked_25_single_transformer.fa,PF01023,PF01023_8,PF01023,21.3
masked_25_single_transformer.fa,PF01023,PF01023_9,PF01023,26.8
masked_25_single_transformer.fa,PF01023,PF01023_10,PF01023,21.7
masked_25_single_transformer.fa,PF01023,PF01023_11,,
masked_25_single_transformer.fa,PF01023,PF01023_12,,
masked_25_single_transformer.fa,PF01023,PF01023_13,PF01023,23.2
masked_25_single_transformer.fa,PF01023,PF01023_14,PF01023,23.3
masked_25_single_transformer.fa,PF01023,PF01023_15,PF01023,21.7
masked_25_single_transformer.fa,PF01023,PF01023_16,PF01023,24.7
masked_25_single_transformer.fa,PF01023,PF01023_17,PF01023,23.8
masked_25_single_transformer.fa,PF01023,PF01023_18,,
masked_25_single_transformer.fa,PF01023,PF01023_19,PF01023,31.6
masked_25_single_transformer.fa,PF01023,PF01023_20,PF01023,24.0
masked_25_single_transformer.fa,PF01023,PF01023_21,PF01023,20.7
masked_25_single_transformer.fa,PF01023,PF01023_22,PF01023,23.0
masked_25_single_transformer.fa,PF01023,PF01023_23,PF01023,23.3
masked_25_single_transformer.fa,PF01023,PF01023_24,PF01023,23.7
masked_25_single_transformer.fa,PF01023,PF01023_25,PF01023,33.7
masked_25_single_transformer.fa,PF01023,PF01023_26,PF01023,20.8
masked_25_single_transformer.fa,PF01023,PF01023_27,,
masked_25_single_transformer.fa,PF01023,PF01023_28,PF01023,27.6
masked_25_single_transformer.fa,PF01023,PF01023_29,,
masked_25_single_transformer.fa,PF01023,PF01023_30,PF01023,22.5
masked_25_single_transformer.fa,PF01023,PF01023_31,PF01023,22.7
masked_25_single_transformer.fa,PF01023,PF01023_32,PF01023,24.7
masked_25_single_transformer.fa,PF01023,PF01023_33,PF01023,21.8
masked_25_single_transformer.fa,PF01023,PF01023_34,PF01023,21.4
masked_25_single_transformer.fa,PF01023,PF01023_35,PF01023,24.3
masked_25_single_transformer.fa,PF01023,PF01023_36,PF01023,30.0
masked_25_single_transformer.fa,PF01023,PF01023_37,PF01023,21.4
masked_25_single_transformer.fa,PF01023,PF01023_38,PF01023,23.9
masked_25_single_transformer.fa,PF01023,PF01023_39,,
masked_25_single_transformer.fa,PF01023,PF01023_40,PF01023,24.1
masked_25_single_transformer.fa,PF01023,PF01023_41,PF01023,23.0
masked_25_single_transformer.fa,PF01023,PF01023_42,,
masked_25_single_transformer.fa,PF01023,PF01023_43,,
masked_25_single_transformer.fa,PF01023,PF01023_44,PF01023,25.6
masked_25_single_transformer.fa,PF01023,PF01023_45,PF01023,26.4
masked_25_single_transformer.fa,PF01023,PF01023_46,PF01023,23.6
masked_25_single_transformer.fa,PF01023,PF01023_47,,
masked_25_single_transformer.fa,PF01023,PF01023_48,,
masked_25_single_transformer.fa,PF01023,PF01023_49,PF01023,22.7
masked_25_single_transformer.fa,PF01023,PF01023_50,,
masked_25_single_transformer.fa,PF01023,PF01023_51,PF01023,23.1
masked_25_single_transformer.fa,PF01023,PF01023_52,PF01023,35.0
masked_25_single_transformer.fa,PF01023,PF01023_53,PF01023,21.4
masked_25_single_transformer.fa,PF01023,PF01023_54,PF01023,28.4
masked_25_single_transformer.fa,PF01023,PF01023_55,,
masked_25_single_transformer.fa,PF01023,PF01023_56,PF01023,20.8
masked_25_single_transformer.fa,PF01023,PF01023_57,PF01023,25.4
masked_25_single_transformer.fa,PF01023,PF01023_58,PF01023,22.8
masked_25_single_transformer.fa,PF01023,PF01023_59,PF01023,29.5
masked_25_single_transformer.fa,PF01023,PF01023_60,PF01023,22.5
masked_25_single_transformer.fa,PF01023,PF01023_61,PF01023,22.7
masked_25_single_transformer.fa,PF01023,PF01023_62,PF01023,20.7
masked_25_single_transformer.fa,PF01023,PF01023_63,PF01023,22.2
masked_25_single_transformer.fa,PF01023,PF01023_64,,
masked_25_single_transformer.fa,PF01023,PF01023_65,,
masked_25_single_transformer.fa,PF01023,PF01023_66,PF01023,22.6
masked_25_single_transformer.fa,PF01023,PF01023_67,PF01023,22.1
masked_25_single_transformer.fa,PF01023,PF01023_68,,
masked_25_single_transformer.fa,PF01023,PF01023_69,PF01023,27.7
masked_25_single_transformer.fa,PF01023,PF01023_70,PF01023,23.1
masked_25_single_transformer.fa,PF01023,PF01023_71,PF01023,25.9
masked_25_single_transformer.fa,PF01023,PF01023_72,PF01023,23.3
masked_25_single_transformer.fa,PF01023,PF01023_73,PF01023,22.3
masked_25_single_transformer.fa,PF01023,PF01023_74,PF01023,23.3
masked_25_single_transformer.fa,PF01023,PF01023_75,PF01023,25.8
masked_25_single_transformer.fa,PF01023,PF01023_76,PF01023,30.4
masked_25_single_transformer.fa,PF01023,PF01023_77,,
masked_25_single_transformer.fa,PF01023,PF01023_78,PF01023,21.3
masked_25_single_transformer.fa,PF01023,PF01023_79,,
masked_25_single_transformer.fa,PF01023,PF01023_80,PF01023,23.3
masked_25_single_transformer.fa,PF01023,PF01023_81,PF01023,23.8
masked_25_single_transformer.fa,PF01023,PF01023_82,PF01023,24.4
masked_25_single_transformer.fa,PF01023,PF01023_83,,
masked_25_single_transformer.fa,PF01023,PF01023_84,PF01023,22.3
masked_25_single_transformer.fa,PF01023,PF01023_85,PF01023,21.6
masked_25_single_transformer.fa,PF01023,PF01023_86,PF01023,23.8
masked_25_single_transformer.fa,PF01023,PF01023_87,PF01023,26.7
masked_25_single_transformer.fa,PF01023,PF01023_88,PF01023,22.5
masked_25_single_transformer.fa,PF01023,PF01023_89,PF01023,23.1
masked_25_single_transformer.fa,PF01023,PF01023_90,PF01023,30.1
masked_25_single_transformer.fa,PF01023,PF01023_91,PF01023,22.0
masked_25_single_transformer.fa,PF01023,PF01023_92,PF01023,21.7
masked_25_single_transformer.fa,PF01023,PF01023_93,PF01023,24.8
masked_25_single_transformer.fa,PF01023,PF01023_94,PF01023,21.9
masked_25_single_transformer.fa,PF01023,PF01023_95,PF01023,23.3
masked_25_single_transformer.fa,PF01023,PF01023_96,PF01023,21.2
masked_25_single_transformer.fa,PF01023,PF01023_97,PF01023,23.6
masked_25_single_transformer.fa,PF01023,PF01023_98,PF01023,23.0
masked_25_single_transformer.fa,PF01023,PF01023_99,PF01023,20.6
masked_25_single_transformer.fa,PF01023,PF01023_100,PF01023,21.3
masked_25_single_transformer.fa,PF01023,PF01023_101,PF01023,22.3
masked_25_single_transformer.fa,PF01023,PF01023_102,,
masked_25_single_transformer.fa,PF01023,PF01023_103,PF01023,27.5
masked_25_single_transformer.fa,PF01023,PF01023_104,,
masked_25_single_transformer.fa,PF01023,PF01023_105,PF01023,26.3
masked_25_single_transformer.fa,PF01023,PF01023_106,PF01023,26.6
masked_25_single_transformer.fa,PF01023,PF01023_107,PF01023,23.9
masked_25_single_transformer.fa,PF01023,PF01023_108,PF01023,29.8
masked_25_single_transformer.fa,PF01023,PF01023_109,PF01023,23.2
masked_25_single_transformer.fa,PF01023,PF01023_110,PF01023,21.1
masked_25_single_transformer.fa,PF01023,PF01023_111,PF01023,25.1
masked_25_single_transformer.fa,PF01023,PF01023_112,PF01023,21.7
masked_25_single_transformer.fa,PF01023,PF01023_113,PF01023,22.4
masked_25_single_transformer.fa,PF01023,PF01023_114,PF01023,35.0
masked_25_single_transformer.fa,PF01023,PF01023_115,,
masked_25_single_transformer.fa,PF01023,PF01023_116,PF01023,22.1
masked_25_single_transformer.fa,PF01023,PF01023_117,PF01023,21.0
masked_25_single_transformer.fa,PF01023,PF01023_118,,
masked_25_single_transformer.fa,PF01023,PF01023_119,PF01023,25.4
masked_25_single_transformer.fa,PF01023,PF01023_120,PF01023,24.9
masked_25_single_transformer.fa,PF01023,PF01023_121,,
masked_25_single_transformer.fa,PF01023,PF01023_122,,
masked_25_single_transformer.fa,PF01023,PF01023_123,PF01023,22.2
masked_25_single_transformer.fa,PF01023,PF01023_124,PF01023,22.5
masked_25_single_transformer.fa,PF01023,PF01023_125,PF01023,25.0
masked_25_single_transformer.fa,PF01023,PF01023_126,PF01023,20.9
masked_25_single_transformer.fa,PF01023,PF01023_127,,
masked_25_single_transformer.fa,PF01023,PF01023_128,,
masked_25_single_transformer.fa,PF01023,PF01023_129,PF01023,21.5
masked_25_single_transformer.fa,PF01023,PF01023_130,PF01023,23.0
masked_25_single_transformer.fa,PF01023,PF01023_131,,
masked_25_single_transformer.fa,PF01023,PF01023_132,PF01023,22.4
masked_25_single_transformer.fa,PF01023,PF01023_133,PF01023,23.1
masked_25_single_transformer.fa,PF01023,PF01023_134,,
masked_25_single_transformer.fa,PF01023,PF01023_135,PF01023,21.2
masked_25_single_transformer.fa,PF01023,PF01023_136,PF01023,23.6
masked_25_single_transformer.fa,PF01023,PF01023_137,PF01023,23.2
masked_25_single_transformer.fa,PF01023,PF01023_138,PF01023,21.1
masked_25_single_transformer.fa,PF01023,PF01023_139,PF01023,23.7
masked_25_single_transformer.fa,PF01023,PF01023_140,PF01023,22.0
masked_25_single_transformer.fa,PF01023,PF01023_141,PF01023,21.9
masked_25_single_transformer.fa,PF01023,PF01023_142,PF01023,23.3
masked_25_single_transformer.fa,PF01023,PF01023_143,PF01023,24.2
masked_25_single_transformer.fa,PF01023,PF01023_144,PF01023,22.2
masked_25_single_transformer.fa,PF01023,PF01023_145,PF01023,23.0
masked_25_single_transformer.fa,PF01023,PF01023_146,PF01023,23.3
masked_25_single_transformer.fa,PF01023,PF01023_147,PF01023,25.1
masked_25_single_transformer.fa,PF01023,PF01023_148,PF01023,22.9
masked_25_single_transformer.fa,PF01023,PF01023_149,PF01023,21.3
masked_25_single_transformer.fa,PF01023,PF01023_150,PF01023,21.8
masked_25_single_transformer.fa,PF01023,PF01023_151,,
masked_25_single_transformer.fa,PF01023,PF01023_152,PF01023,21.3
masked_25_single_transformer.fa,PF01023,PF01023_153,PF01023,21.4
masked_25_single_transformer.fa,PF01023,PF01023_154,PF01023,22.1
masked_25_single_transformer.fa,PF01023,PF01023_155,PF01023,22.8
masked_25_single_transformer.fa,PF01023,PF01023_156,PF01023,31.6
masked_25_single_transformer.fa,PF01023,PF01023_157,PF01023,22.1
masked_25_single_transformer.fa,PF01023,PF01023_158,PF01023,22.8
masked_25_single_transformer.fa,PF01023,PF01023_159,PF01023,29.0
masked_25_single_transformer.fa,PF01023,PF01023_160,PF01023,23.1
masked_25_single_transformer.fa,PF01023,PF01023_161,,
masked_25_single_transformer.fa,PF01023,PF01023_162,PF01023,24.7
masked_25_single_transformer.fa,PF01023,PF01023_163,PF01023,24.0
masked_25_single_transformer.fa,PF01023,PF01023_164,PF01023,22.1
masked_25_single_transformer.fa,PF01023,PF01023_165,PF01023,24.1
masked_25_single_transformer.fa,PF01023,PF01023_166,,
masked_25_single_transformer.fa,PF01023,PF01023_167,,
masked_25_single_transformer.fa,PF01023,PF01023_168,PF01023,22.9
masked_25_single_transformer.fa,PF01023,PF01023_169,,
masked_25_single_transformer.fa,PF01023,PF01023_170,PF20307,21.5
masked_25_single_transformer.fa,PF01023,PF01023_171,,
masked_25_single_transformer.fa,PF01023,PF01023_172,PF01023,24.1
masked_25_single_transformer.fa,PF01023,PF01023_173,PF01023,21.6
masked_25_single_transformer.fa,PF01023,PF01023_174,PF01023,22.1
masked_25_single_transformer.fa,PF01023,PF01023_175,,
masked_25_single_transformer.fa,PF01023,PF01023_176,,
masked_25_single_transformer.fa,PF01023,PF01023_177,,
masked_25_single_transformer.fa,PF01023,PF01023_178,PF01023,25.2
masked_25_single_transformer.fa,PF01023,PF01023_179,PF01023,28.0
masked_25_single_transformer.fa,PF01023,PF01023_180,PF01023,23.4
masked_25_single_transformer.fa,PF01023,PF01023_181,PF01023,22.0
masked_25_single_transformer.fa,PF01023,PF01023_182,PF01023,24.3
masked_25_single_transformer.fa,PF01023,PF01023_183,PF01023,22.5
masked_25_single_transformer.fa,PF01023,PF01023_184,PF01023,24.3
masked_25_single_transformer.fa,PF01023,PF01023_185,PF01023,29.4
masked_25_single_transformer.fa,PF01023,PF01023_186,,
masked_25_single_transformer.fa,PF01023,PF01023_187,,
masked_25_single_transformer.fa,PF01023,PF01023_188,,
masked_25_single_transformer.fa,PF01023,PF01023_189,,
masked_25_single_transformer.fa,PF01023,PF01023_190,,
masked_25_single_transformer.fa,PF01023,PF01023_191,,
masked_25_single_transformer.fa,PF01023,PF01023_192,PF01023,21.1
masked_25_single_transformer.fa,PF01023,PF01023_193,PF01023,21.9
masked_25_single_transformer.fa,PF01023,PF01023_194,PF01023,25.4
masked_25_single_transformer.fa,PF01023,PF01023_195,PF01023,25.4
masked_25_single_transformer.fa,PF01023,PF01023_196,PF01023,22.0
masked_25_single_transformer.fa,PF01023,PF01023_197,PF01023,22.3
masked_25_single_transformer.fa,PF01023,PF01023_198,PF01023,24.7
masked_25_single_transformer.fa,PF01023,PF01023_199,PF01023,22.2
masked_25_single_transformer.fa,PF01023,PF01023_200,,
masked_25_single_transformer.fa,PF05325,PF05325_1,PF05325,50.6
masked_25_single_transformer.fa,PF05325,PF05325_2,PF05325,85.6
masked_25_single_transformer.fa,PF05325,PF05325_3,PF05325,92.3
masked_25_single_transformer.fa,PF05325,PF05325_4,PF05325,77.2
masked_25_single_transformer.fa,PF05325,PF05325_5,PF05325,50.1
masked_25_single_transformer.fa,PF05325,PF05325_6,PF05325,69.8
masked_25_single_transformer.fa,PF05325,PF05325_7,PF05325,66.2
